player_id,best_position,first_position,second_position,third_position,w_f,sm,level_a_w,level_d_w
8462,ST,ST,NP,NP,3,2,2,1
8463,CDM,CB,LB,RB,3,2,3,3
8464,CB,CB,NP,NP,3,2,2,3
8465,ST,ST,NP,NP,3,3,2,2
8466,CB,CB,NP,NP,2,2,1,2
8467,CAM,RM,LM,NP,3,3,3,2
8468,RB,RB,NP,NP,2,2,2,2
8469,LM,LM,ST,CAM,4,3,3,2
8470,LM,RW,NP,NP,5,4,2,2
8471,ST,ST,NP,NP,4,3,3,2
8472,RB,RB,NP,NP,3,2,2,2
8473,CB,CB,NP,NP,2,2,2,3
8474,CB,CB,RB,NP,3,2,2,3
8475,ST,CAM,ST,LM,3,3,2,2
8476,RM,LM,RM,NP,3,2,3,2
8477,CAM,LM,CM,RM,3,3,2,2
8478,CAM,CM,CDM,NP,3,3,2,2
8479,RM,LM,LW,NP,3,3,2,1
8480,CB,CB,NP,NP,3,2,2,2
8481,CB,CB,NP,NP,3,2,1,3
8482,LM,LM,RM,NP,2,3,3,2
8483,RM,RM,NP,NP,3,3,2,2
8484,CM,CM,NP,NP,3,3,1,1
8485,GK,GK,NP,NP,3,1,2,2
8486,CM,CDM,CM,NP,3,3,2,3
8487,CB,CB,NP,NP,3,2,2,2
8488,CAM,CM,CAM,CDM,3,3,3,2
8489,CDM,CDM,CM,CB,4,2,2,3
8490,CAM,CM,NP,NP,3,3,2,2
8491,ST,ST,RW,LW,4,2,3,2
8492,CB,CB,NP,NP,3,2,1,2
8493,CB,CB,CDM,NP,3,2,2,2
8494,CB,CB,NP,NP,3,2,2,2
8495,RB,RB,RM,NP,4,2,2,3
8496,RB,RB,NP,NP,3,2,2,2
8497,CB,CB,RB,NP,3,2,2,3
8498,ST,ST,NP,NP,3,2,3,2
8499,GK,GK,NP,NP,2,1,2,2
8500,ST,ST,CAM,NP,3,3,2,2
8501,GK,GK,NP,NP,3,1,2,2
8502,CB,CB,NP,NP,3,2,1,3
8503,LWB,LWB,LB,NP,3,2,3,2
8504,ST,ST,LW,NP,2,2,2,1
8505,RB,RB,NP,NP,2,2,2,2
8506,CB,CM,NP,NP,4,3,3,3
8507,CAM,CAM,CM,NP,4,3,2,2
8508,ST,ST,NP,NP,4,2,2,3
8509,CB,CB,NP,NP,3,2,2,2
8510,ST,ST,NP,NP,4,2,1,1
8511,CAM,CAM,NP,NP,4,3,2,2
8512,CAM,CM,CDM,NP,3,2,3,2
8513,CB,CB,RB,NP,3,2,3,2
8514,CB,CDM,CB,RB,3,2,2,3
8515,LM,LM,LW,NP,3,3,3,2
8516,LB,LB,NP,NP,2,2,3,2
8517,CAM,CAM,LM,NP,3,3,3,1
8518,CB,CB,NP,NP,3,2,2,3
8519,CAM,RM,ST,CAM,4,3,2,2
8520,CAM,RM,CM,NP,3,2,3,3
8521,GK,GK,NP,NP,4,1,2,2
8522,LM,LM,RM,NP,3,3,2,2
8523,GK,GK,NP,NP,3,1,2,2
8524,CAM,CM,NP,NP,4,3,2,2
8525,RB,RB,NP,NP,4,3,3,2
8526,RB,RB,CB,NP,2,2,3,3
8527,LM,RWB,RM,NP,3,3,3,2
8528,RB,RB,CB,LWB,4,2,2,3
8529,CM,CM,LW,NP,2,3,2,2
8530,ST,ST,NP,NP,4,2,3,2
8531,LB,LB,NP,NP,3,2,3,2
8532,CB,CB,NP,NP,3,2,1,3
8533,CB,CB,LB,NP,3,2,2,2
8534,CB,CB,LB,NP,3,2,2,2
8535,GK,GK,NP,NP,3,1,2,2
8536,LB,LB,RB,NP,4,2,2,2
8537,CB,CB,NP,NP,2,2,2,2
8538,LB,LB,NP,NP,3,2,3,2
8539,ST,ST,NP,NP,5,2,2,2
8540,RB,RB,CB,NP,3,2,3,2
8541,CB,CB,NP,NP,3,2,2,2
8542,RB,RB,CM,NP,3,3,2,2
8543,RM,RM,NP,NP,3,2,3,3
8544,CAM,LM,NP,NP,2,3,2,2
8545,CB,CDM,CM,NP,3,2,2,3
8546,CDM,CDM,CM,NP,2,2,2,2
8547,LM,LM,LB,CDM,3,3,2,3
8548,CB,CDM,CM,NP,3,2,2,2
8549,RM,RM,ST,NP,2,3,3,3
8550,RM,RB,RM,RW,3,3,3,2
8551,CAM,CM,NP,NP,3,3,2,2
8552,CM,CM,CDM,NP,3,3,2,2
8553,RW,CM,LM,RB,4,3,3,2
8554,CDM,CDM,CM,NP,3,3,2,2
8555,ST,ST,NP,NP,3,3,3,1
8556,RM,RM,LM,CM,3,4,3,2
8557,ST,ST,NP,NP,4,2,3,2
8558,GK,GK,NP,NP,2,1,2,2
8559,ST,ST,LW,RW,3,3,2,2
8560,RM,RM,LM,RB,4,3,2,2
8561,CB,CB,NP,NP,3,2,2,2
8562,RM,RM,CM,ST,2,2,3,3
8563,RM,RM,RW,LM,3,3,2,2
8564,RWB,CM,CDM,NP,3,2,2,2
8565,CB,RB,NP,NP,3,2,2,3
8566,GK,GK,NP,NP,3,1,2,2
8567,ST,ST,NP,NP,3,3,2,2
8568,RM,RM,NP,NP,5,3,2,2
8569,ST,ST,NP,NP,4,3,3,2
8570,CB,CB,NP,NP,3,2,1,2
8571,GK,GK,NP,NP,3,1,2,2
8572,RB,RB,NP,NP,3,3,3,2
8573,ST,ST,CAM,NP,3,2,3,2
8574,GK,GK,NP,NP,2,1,2,2
8575,CDM,CDM,CM,NP,3,2,2,3
8576,ST,ST,NP,NP,3,3,3,1
8577,ST,ST,NP,NP,3,3,2,2
8578,CB,CB,NP,NP,2,2,1,3
8579,CM,CM,CDM,NP,3,3,2,2
8580,LB,LB,CB,NP,3,3,2,2
8581,CAM,RW,LW,NP,3,3,2,2
8582,CDM,CM,CDM,NP,3,2,2,2
8583,ST,ST,LM,RM,3,3,3,1
8584,CM,CM,CAM,NP,4,3,2,3
8585,ST,ST,CAM,RM,5,3,2,2
8586,GK,GK,NP,NP,2,1,2,2
8587,ST,ST,LM,NP,3,3,2,1
8588,LM,LM,NP,NP,3,3,3,2
8589,CAM,CM,NP,NP,3,3,3,2
8590,CB,CB,NP,NP,3,2,1,2
8591,CAM,LM,NP,NP,4,4,3,1
8592,CDM,CDM,NP,NP,3,2,3,3
8593,LW,LW,LWB,NP,3,3,3,2
8594,CAM,CAM,RM,NP,2,3,2,1
8595,ST,ST,CF,LW,3,2,3,2
8596,CAM,CM,CAM,LM,4,3,3,2
8597,RM,RW,CF,NP,2,3,2,1
8598,ST,ST,NP,NP,3,3,3,2
8599,LM,LM,NP,NP,4,3,2,2
8600,RB,RB,LB,NP,3,3,3,2
8601,CB,CB,NP,NP,2,2,2,2
8602,CAM,CAM,NP,NP,3,3,2,2
8603,LB,LB,NP,NP,3,2,2,2
8604,CB,CB,CDM,NP,3,2,2,2
8605,CB,CB,NP,NP,3,2,2,2
8606,RM,RM,LM,NP,3,3,3,2
8607,CB,CB,NP,NP,3,2,1,3
8608,LB,LB,LM,NP,3,3,3,2
8609,CB,CB,NP,NP,3,2,2,2
8610,CAM,CM,NP,NP,4,3,2,2
8611,CB,CB,NP,NP,3,2,2,2
8612,CB,CB,NP,NP,3,2,2,2
8613,CB,LB,CB,NP,3,2,3,3
8614,RM,RM,ST,NP,3,3,2,1
8615,ST,ST,NP,NP,3,3,2,1
8616,CAM,CM,CDM,NP,3,3,2,2
8617,CB,CB,CDM,NP,3,2,2,3
8618,CB,CB,NP,NP,2,2,2,2
8619,CDM,CDM,CM,NP,3,2,2,2
8620,GK,GK,NP,NP,2,1,2,2
8621,CAM,LM,RM,ST,5,3,2,2
8622,RB,RB,LB,RWB,3,2,3,3
8623,RM,CAM,CM,LW,3,3,2,2
8624,RM,LM,NP,NP,4,4,3,2
8625,ST,ST,NP,NP,3,2,2,2
8626,LB,LB,LWB,NP,2,2,3,2
8627,CM,CM,CDM,NP,3,3,3,2
8628,LM,LM,RM,NP,3,4,3,3
8629,CDM,CDM,CB,NP,3,2,2,3
8630,ST,ST,NP,NP,3,2,1,1
8631,LM,LM,CM,NP,3,3,3,2
8632,LB,LB,RB,NP,4,2,2,2
8633,RB,RB,NP,NP,3,3,3,2
8634,ST,ST,RM,LM,3,2,3,2
8635,RM,RM,RB,NP,3,3,2,2
8636,LWB,LB,NP,NP,3,2,3,2
8637,RB,RB,CB,NP,3,2,2,2
8638,GK,GK,NP,NP,3,1,2,2
8639,CDM,CDM,CM,NP,3,2,2,2
8640,ST,ST,NP,NP,3,3,3,2
8641,CF,ST,NP,NP,3,2,3,1
8642,LM,LM,NP,NP,4,4,2,2
8643,CDM,CDM,CM,NP,3,2,3,2
8644,GK,GK,NP,NP,2,1,2,2
8645,ST,ST,NP,NP,3,2,3,1
8646,LWB,LB,LM,NP,2,2,2,2
8647,ST,LM,NP,NP,3,2,2,2
8648,CB,CB,NP,NP,3,2,2,3
8649,CDM,CDM,CM,NP,2,2,2,3
8650,CB,CB,CDM,NP,4,2,2,3
8651,GK,GK,NP,NP,2,1,2,2
8652,RM,RM,LM,CM,3,3,2,2
8653,LB,LB,NP,NP,4,3,2,2
8654,RM,RB,NP,NP,3,3,3,3
8655,CM,CM,CDM,NP,3,3,2,2
8656,ST,ST,RM,NP,4,2,3,3
8657,ST,ST,LM,NP,3,3,2,1
8658,ST,LM,RM,NP,3,3,2,2
8659,CB,CB,NP,NP,4,2,2,2
8660,RM,RM,RW,CF,3,2,3,2
8661,CAM,CAM,CM,NP,3,4,2,1
8662,CB,CB,NP,NP,3,2,2,2
8663,CB,CB,NP,NP,3,2,3,2
8664,RM,LW,NP,NP,3,3,3,1
8665,LB,LB,CB,NP,3,2,2,2
8666,CDM,CM,NP,NP,3,3,3,3
8667,LM,RM,NP,NP,3,3,3,2
8668,CB,CB,CM,NP,2,2,3,2
8669,ST,ST,NP,NP,3,3,3,3
8670,CDM,CDM,CB,RB,3,2,2,3
8671,ST,CAM,ST,NP,3,3,3,1
8672,CDM,CDM,CB,NP,3,2,2,3
8673,ST,ST,NP,NP,3,4,2,2
8674,CB,CB,NP,NP,3,2,2,3
8675,CB,CB,RB,CDM,3,2,2,2
8676,CB,CB,RB,NP,2,2,2,2
8677,CB,CB,RB,NP,2,2,2,2
8678,ST,ST,NP,NP,3,3,2,1
8679,CDM,CDM,CM,NP,3,2,1,3
8680,RM,RM,NP,NP,3,3,2,2
8681,ST,ST,NP,NP,3,3,3,2
8682,CB,CB,NP,NP,2,2,1,2
8683,CAM,CAM,ST,NP,2,3,2,2
8684,CB,CB,RB,NP,3,2,2,2
8685,CM,CM,CAM,ST,3,3,2,2
8686,CB,CB,NP,NP,3,2,2,2
8687,CDM,CDM,CM,NP,4,3,3,3
8688,LM,LM,LW,NP,3,3,2,2
8689,CM,CM,CDM,NP,4,3,2,2
8690,CDM,CM,CDM,NP,3,3,2,2
8691,CB,CB,RB,LB,3,2,1,1
8692,CB,CB,NP,NP,3,2,2,2
8693,ST,ST,NP,NP,3,3,2,2
8694,ST,RW,LW,NP,3,2,2,2
8695,LM,LM,LWB,LB,3,2,2,3
8696,CM,CDM,NP,NP,3,2,2,2
8697,CAM,CAM,CM,NP,3,2,2,1
8698,RB,RB,NP,NP,4,2,2,2
8699,CDM,CDM,NP,NP,3,2,1,3
8700,RB,RB,NP,NP,2,2,3,2
8701,GK,GK,NP,NP,2,1,2,2
8702,CAM,CM,CDM,NP,3,2,3,2
8703,RM,LM,RM,CAM,3,3,2,2
8704,CAM,CAM,CM,NP,2,3,2,2
8705,ST,ST,NP,NP,3,2,2,2
8706,CAM,CM,CDM,NP,3,3,2,2
8707,CB,CB,CDM,NP,3,2,2,2
8708,CDM,CDM,NP,NP,2,2,2,2
8709,ST,RW,LW,NP,3,3,2,1
8710,ST,LM,RM,NP,4,3,2,2
8711,ST,ST,NP,NP,3,2,2,2
8712,CDM,CDM,NP,NP,3,3,2,2
8713,LB,LB,LM,NP,3,3,3,2
8714,GK,GK,NP,NP,3,1,2,2
8715,LW,CAM,LM,CF,2,3,2,1
8716,ST,ST,CAM,LM,2,3,2,2
8717,CM,CM,CDM,NP,2,3,2,3
8718,CB,CB,CDM,NP,3,2,2,2
8719,CB,CB,CDM,NP,4,2,2,2
8720,ST,ST,NP,NP,2,3,1,1
8721,LB,LB,RB,NP,5,2,3,2
8722,GK,GK,NP,NP,2,1,2,2
8723,GK,GK,NP,NP,3,1,2,2
8724,LM,LM,RM,NP,4,3,2,2
8725,LB,LB,LM,LWB,3,3,3,2
8726,CM,CM,CAM,NP,4,3,2,2
8727,RB,RB,LB,NP,4,2,2,2
8728,LB,LB,NP,NP,3,2,2,2
8729,CB,CDM,CM,NP,3,2,2,2
8730,GK,GK,NP,NP,2,1,2,2
8731,RB,RB,NP,NP,2,3,3,2
8732,RM,RM,CF,NP,3,2,2,2
8733,GK,GK,NP,NP,3,1,2,2
8734,CDM,CDM,CM,NP,4,2,1,3
8735,ST,ST,RM,LM,5,2,3,3
8736,RM,CAM,CM,RM,3,3,2,2
8737,CM,CM,NP,NP,3,3,3,2
8738,LB,LB,NP,NP,3,3,2,2
8739,CM,CM,CAM,NP,3,3,3,2
8740,GK,GK,NP,NP,2,1,2,2
8741,ST,ST,NP,NP,3,2,2,1
8742,RW,RW,NP,NP,3,3,2,2
8743,CAM,RW,CF,CAM,3,3,3,1
8744,CM,CM,NP,NP,3,3,3,2
8745,CDM,CM,CDM,NP,3,3,2,3
8746,LB,CB,NP,NP,3,2,2,2
8747,ST,ST,LW,RW,4,3,3,3
8748,CAM,CAM,RW,NP,4,4,2,1
8749,LB,LB,NP,NP,2,2,3,2
8750,LB,LB,LM,NP,2,2,2,2
8751,RM,RM,LM,CF,4,3,3,2
8752,ST,ST,CAM,NP,4,3,2,3
8753,ST,ST,NP,NP,4,3,3,2
8754,LM,LM,RM,ST,3,3,3,2
8755,ST,LM,NP,NP,2,3,3,2
8756,CB,CB,NP,NP,2,2,1,3
8757,CB,CB,LB,NP,3,2,3,2
8758,RB,RB,CB,NP,3,2,3,2
8759,LW,LM,NP,NP,4,2,3,2
8760,RM,RM,RW,NP,4,3,3,2
8761,GK,GK,NP,NP,2,1,2,2
8762,CF,CF,NP,NP,4,3,2,1
8763,LB,LB,LM,NP,3,3,2,2
8764,CDM,CM,CDM,NP,4,3,2,3
8765,LB,LB,CDM,NP,4,3,2,2
8766,CAM,CM,CDM,NP,4,3,2,2
8767,GK,GK,NP,NP,3,1,2,2
8768,RWB,RWB,RB,NP,2,2,3,2
8769,CB,CB,NP,NP,3,2,2,2
8770,RM,CAM,CF,NP,3,2,3,2
8771,CB,CB,NP,NP,3,2,2,2
8772,ST,ST,NP,NP,3,2,2,1
8773,GK,GK,NP,NP,3,1,2,2
8774,CB,CB,CDM,NP,3,2,2,2
8775,RM,RM,RB,CAM,3,3,2,2
8776,LM,LM,LW,NP,4,3,2,2
8777,ST,ST,NP,NP,3,2,2,2
8778,CDM,CDM,CM,NP,3,2,2,2
8779,RM,LW,NP,NP,3,3,2,2
8780,GK,GK,NP,NP,1,1,2,2
8781,RWB,RB,LB,NP,4,2,2,2
8782,CDM,CDM,NP,NP,3,3,2,3
8783,CDM,CDM,CM,NP,3,2,2,2
8784,CDM,CDM,CB,CM,3,2,2,3
8785,CB,CB,NP,NP,2,2,3,2
8786,CAM,CM,NP,NP,2,3,2,2
8787,CB,CB,RB,NP,2,2,1,3
8788,CDM,CDM,CM,NP,2,3,2,3
8789,CF,CAM,NP,NP,4,2,3,2
8790,GK,GK,NP,NP,2,1,2,2
8791,GK,GK,NP,NP,2,1,2,2
8792,CB,CB,RB,NP,3,2,2,2
8793,CF,CAM,RM,CM,3,3,3,2
8794,CAM,LM,CAM,NP,4,4,3,2
8795,GK,GK,NP,NP,3,1,2,2
8796,LWB,LB,LWB,NP,2,2,3,2
8797,ST,ST,NP,NP,3,3,2,2
8798,CDM,CM,CDM,NP,3,2,2,2
8799,GK,GK,NP,NP,2,1,2,2
8800,CM,CM,CDM,CAM,3,3,2,2
8801,CB,CB,NP,NP,3,2,2,2
8802,CB,CB,NP,NP,2,2,2,2
8803,ST,ST,RM,NP,3,3,2,2
8804,RM,RM,CDM,LM,4,3,2,3
8805,CB,CB,NP,NP,2,2,2,3
8806,GK,GK,NP,NP,2,1,2,2
8807,ST,ST,NP,NP,3,3,3,2
8808,GK,GK,NP,NP,2,1,2,2
8809,RW,RW,RB,RM,3,3,3,2
8810,LWB,LB,CB,NP,4,2,2,2
8811,RM,RM,LM,NP,3,2,2,2
8812,RW,RW,RM,LM,3,3,2,3
8813,ST,ST,NP,NP,3,3,3,2
8814,ST,RM,NP,NP,3,3,2,1
8815,LB,LB,NP,NP,3,2,2,2
8816,LWB,LB,NP,NP,2,3,3,2
8817,CAM,CM,CDM,NP,4,3,2,2
8818,LWB,LWB,LB,NP,2,2,2,2
8819,ST,ST,NP,NP,3,2,2,2
8820,LB,LB,NP,NP,2,2,3,2
8821,RM,LW,RW,NP,3,3,3,2
8822,CAM,CM,CDM,NP,3,3,3,2
8823,LB,LB,RB,CM,4,3,3,3
8824,CB,CB,NP,NP,2,2,2,2
8825,CAM,CM,CDM,NP,4,3,3,2
8826,ST,ST,NP,NP,3,2,2,2
8827,LB,LB,CB,NP,2,2,1,2
8828,CAM,CAM,CM,NP,4,3,2,2
8829,ST,ST,NP,NP,3,2,2,2
8830,RWB,CDM,CM,NP,3,2,2,3
8831,ST,ST,CF,NP,3,2,3,2
8832,RB,RB,NP,NP,3,2,2,2
8833,RB,RB,RM,NP,3,3,2,2
8834,ST,ST,NP,NP,3,2,2,1
8835,RW,RW,ST,NP,3,3,3,2
8836,RM,RM,NP,NP,3,3,3,2
8837,CB,CB,NP,NP,3,2,1,3
8838,CB,LB,CB,NP,2,2,2,2
8839,LB,LB,NP,NP,3,2,3,3
8840,RB,RB,LB,NP,4,2,3,2
8841,CM,CDM,CM,NP,3,2,2,2
8842,CB,CB,RWB,NP,3,2,2,2
8843,CAM,CM,NP,NP,4,3,2,2
8844,RM,CM,NP,NP,2,3,3,3
8845,CDM,CB,CDM,NP,4,2,2,2
8846,ST,ST,NP,NP,3,3,2,1
8847,CM,CM,NP,NP,3,3,2,2
8848,GK,GK,NP,NP,2,1,2,2
8849,CB,CB,NP,NP,2,2,2,3
8850,ST,ST,RW,NP,4,3,3,1
8851,RM,RM,CM,NP,3,3,2,1
8852,GK,GK,NP,NP,2,1,2,2
8853,LB,LB,LM,NP,2,2,3,3
8854,LB,LB,LWB,LM,3,3,2,2
8855,ST,RM,LM,NP,3,3,3,2
8856,GK,GK,NP,NP,2,1,2,2
8857,CB,CDM,CM,RB,4,2,3,3
8858,CAM,CAM,CM,NP,3,3,3,2
8859,CB,CB,LB,NP,3,2,1,3
8860,ST,ST,NP,NP,2,2,2,2
8861,CB,LB,NP,NP,3,2,2,2
8862,RB,RB,CB,NP,4,2,3,2
8863,CB,CB,NP,NP,4,2,3,2
8864,RM,RM,LM,NP,4,3,3,3
8865,CDM,CDM,CM,NP,3,2,2,3
8866,CDM,CDM,CB,CM,4,2,2,2
8867,GK,GK,NP,NP,3,1,2,2
8868,GK,GK,NP,NP,2,1,2,2
8869,CAM,CM,CDM,NP,2,2,2,2
8870,CB,CB,NP,NP,3,2,1,2
8871,CDM,CM,CDM,RM,3,2,2,3
8872,LM,LM,NP,NP,2,3,2,2
8873,CDM,CM,NP,NP,3,2,2,2
8874,CAM,RM,CM,LM,4,3,2,2
8875,RM,CM,RM,CDM,3,3,2,2
8876,ST,ST,NP,NP,3,2,2,2
8877,RM,RM,CM,LM,3,4,3,3
8878,RB,RB,LB,NP,3,2,2,3
8879,CB,CB,NP,NP,3,2,2,2
8880,CAM,LM,NP,NP,4,3,3,1
8881,ST,ST,LW,RW,4,3,2,2
8882,CAM,LM,NP,NP,3,2,2,2
8883,RM,CAM,LW,NP,3,3,2,2
8884,RM,RM,LM,NP,3,3,2,2
8885,CB,CB,RB,NP,3,2,2,2
8886,CB,CB,NP,NP,2,2,2,2
8887,RM,CM,NP,NP,3,3,3,3
8888,RB,RB,RM,NP,3,2,2,3
8889,CB,CB,NP,NP,2,2,2,3
8890,CB,CB,NP,NP,3,2,2,3
8891,LWB,LWB,LB,CB,3,2,2,2
8892,GK,GK,NP,NP,3,1,2,2
8893,CM,CM,CDM,NP,2,2,2,3
8894,CAM,CAM,NP,NP,2,3,2,2
8895,LWB,LWB,CB,NP,2,2,3,2
8896,CDM,CDM,NP,NP,3,2,2,2
8897,CDM,CDM,CM,NP,2,2,2,3
8898,RM,RM,CM,CDM,4,3,3,3
8899,GK,GK,NP,NP,2,1,2,2
8900,LB,LB,NP,NP,3,2,2,3
8901,ST,LW,RW,ST,2,3,2,2
8902,RM,RM,NP,NP,4,3,3,3
8903,CB,CB,LB,NP,3,2,1,3
8904,RB,RB,NP,NP,2,2,2,3
8905,RM,CAM,CM,NP,2,3,2,2
8906,CB,CB,NP,NP,3,2,2,2
8907,RB,RB,CB,NP,3,2,3,2
8908,ST,ST,NP,NP,3,3,2,2
8909,LM,LM,RM,NP,2,3,2,2
8910,CB,CB,NP,NP,3,2,2,2
8911,LM,LM,RM,NP,3,2,2,2
8912,LWB,LWB,LB,NP,3,2,3,2
8913,LB,LB,CB,NP,2,3,3,2
8914,CAM,CAM,RM,NP,3,3,3,1
8915,RM,ST,RM,NP,2,3,3,2
8916,LB,LB,NP,NP,3,3,3,2
8917,CB,CB,CDM,NP,3,2,2,2
8918,RM,RWB,RM,NP,3,2,2,2
8919,CDM,CDM,CM,NP,3,3,2,3
8920,CB,CB,NP,NP,2,2,2,2
8921,CB,CB,CDM,NP,1,2,2,2
8922,CM,CM,LM,CAM,3,3,3,3
8923,ST,ST,LM,RM,3,3,2,2
8924,ST,ST,NP,NP,2,2,3,2
8925,GK,GK,NP,NP,3,1,2,2
8926,RM,RM,NP,NP,3,3,3,3
8927,LM,LB,LW,NP,2,3,3,2
8928,RB,RB,LB,NP,3,2,3,2
8929,LB,LB,NP,NP,3,2,3,1
8930,LWB,LB,NP,NP,3,3,3,2
8931,CAM,CM,NP,NP,3,3,3,2
8932,LM,LM,RM,NP,3,3,2,2
8933,ST,ST,RW,LW,3,3,2,2
8934,LM,LM,RM,NP,3,3,2,2
8935,CB,CB,RB,NP,3,2,1,2
8936,RM,LW,NP,NP,3,3,2,2
8937,CB,CB,RB,NP,4,3,3,2
8938,LM,CAM,CM,NP,3,3,3,1
8939,ST,ST,LW,NP,3,2,2,2
8940,CB,CB,NP,NP,3,2,2,2
8941,CAM,CAM,CF,CM,3,3,3,1
8942,CB,CB,LB,NP,3,2,1,3
8943,LB,LB,RB,CDM,4,3,2,2
8944,RM,RM,RW,NP,3,3,2,2
8945,CAM,CF,CAM,NP,3,3,2,2
8946,ST,ST,NP,NP,4,2,3,2
8947,CDM,CDM,NP,NP,3,3,1,2
8948,CB,CB,NP,NP,3,2,1,3
8949,CM,CDM,NP,NP,3,2,2,2
8950,GK,GK,NP,NP,3,1,2,2
8951,CB,CDM,NP,NP,3,3,1,3
8952,RWB,RB,RM,RW,4,2,2,3
8953,RM,RM,NP,NP,4,4,2,2
8954,RM,RM,LM,ST,5,3,2,2
8955,CB,CB,NP,NP,3,2,1,3
8956,CB,CB,CDM,NP,3,2,2,2
8957,CB,CB,CDM,RB,3,2,2,2
8958,ST,ST,NP,NP,3,3,3,1
8959,GK,GK,NP,NP,3,1,2,2
8960,CM,CM,CDM,NP,3,3,2,2
8961,CB,CB,NP,NP,4,2,1,2
8962,LB,LB,NP,NP,3,3,2,2
8963,LM,RM,CAM,CM,3,3,2,2
8964,GK,GK,NP,NP,2,1,2,2
8965,CM,CM,CDM,NP,4,3,2,2
8966,RM,CAM,RM,NP,4,3,2,2
8967,RWB,RB,NP,NP,2,2,3,2
8968,CAM,CM,CAM,NP,4,3,3,2
8969,CF,ST,NP,NP,3,3,3,2
8970,LB,LB,NP,NP,3,2,2,2
8971,GK,GK,NP,NP,3,1,2,2
8972,LM,LM,RM,RB,3,2,3,2
8973,CAM,CAM,ST,NP,3,4,2,2
8974,RB,RB,NP,NP,2,2,3,2
8975,CB,CDM,CM,NP,3,2,2,2
8976,ST,ST,NP,NP,3,2,3,1
8977,CAM,CAM,CM,LM,3,3,2,1
8978,CB,CB,NP,NP,3,2,3,1
8979,GK,GK,NP,NP,3,1,2,2
8980,GK,GK,NP,NP,4,1,2,2
8981,ST,ST,CAM,NP,3,3,2,2
8982,ST,ST,LM,NP,3,2,2,2
8983,CDM,CM,NP,NP,2,3,2,3
8984,RB,RB,LB,NP,3,2,2,2
8985,CAM,CAM,LM,NP,2,4,2,2
8986,GK,GK,NP,NP,1,1,2,2
8987,CB,CB,NP,NP,3,2,2,2
8988,ST,ST,NP,NP,3,3,3,1
8989,CB,CB,NP,NP,3,2,2,3
8990,CAM,CM,CDM,NP,5,3,3,3
8991,ST,RM,RW,ST,3,3,2,2
8992,LM,CM,NP,NP,3,2,2,2
8993,CB,CDM,CM,NP,4,2,2,2
8994,GK,GK,NP,NP,3,1,2,2
8995,CAM,CAM,NP,NP,3,3,2,1
8996,LM,LM,NP,NP,4,3,2,1
8997,ST,ST,NP,NP,4,3,3,2
8998,RW,CAM,ST,RM,4,3,3,1
8999,ST,ST,NP,NP,2,3,3,2
9000,CM,CDM,CM,NP,3,2,2,2
9001,ST,ST,RM,NP,3,3,2,1
9002,ST,ST,NP,NP,2,2,3,2
9003,LWB,LB,NP,NP,3,3,2,2
9004,CDM,CDM,CM,CB,2,2,2,3
9005,ST,ST,NP,NP,3,2,2,2
9006,CDM,CM,CDM,NP,3,2,2,2
9007,LWB,LWB,NP,NP,2,2,2,2
9008,LW,LW,RW,NP,4,3,3,1
9009,CB,CB,NP,NP,3,2,1,2
9010,LM,RW,NP,NP,3,3,2,2
9011,LM,LM,LWB,NP,2,3,3,2
9012,RM,CAM,CM,NP,3,3,3,3
9013,RWB,RB,RWB,NP,4,3,3,3
9014,RB,RB,NP,NP,4,2,3,2
9015,ST,ST,NP,NP,3,3,2,1
9016,ST,ST,NP,NP,3,2,2,2
9017,CM,CM,NP,NP,3,2,2,2
9018,CB,CB,RB,NP,2,2,1,1
9019,GK,GK,NP,NP,1,1,2,2
9020,GK,GK,NP,NP,2,1,2,2
9021,ST,ST,NP,NP,3,2,2,1
9022,CAM,CM,CDM,CAM,3,3,2,2
9023,GK,GK,NP,NP,3,1,2,2
9024,LB,LB,NP,NP,2,3,2,2
9025,LW,LW,RW,NP,3,3,2,2
9026,CB,CB,NP,NP,3,2,2,2
9027,CAM,CAM,LM,RM,4,3,3,1
9028,ST,LW,RW,NP,3,3,2,1
9029,LW,RW,NP,NP,3,3,3,2
9030,RM,RM,LM,NP,3,3,3,2
9031,LM,LM,NP,NP,3,3,3,2
9032,LB,LB,LM,NP,3,2,3,2
9033,CDM,CM,CDM,NP,3,3,2,2
9034,CAM,CAM,ST,NP,3,3,3,2
9035,LM,LM,LWB,NP,3,3,3,3
9036,LM,LM,RM,LW,3,3,3,2
9037,CDM,CDM,RB,NP,2,2,3,3
9038,RWB,CDM,CM,NP,3,3,3,3
9039,CAM,CM,CDM,NP,4,3,2,3
9040,LB,LB,LWB,NP,3,2,2,2
9041,RM,RM,LM,NP,3,3,3,3
9042,CDM,CDM,CM,NP,3,2,2,2
9043,RB,RB,NP,NP,3,2,3,2
9044,CB,CB,NP,NP,3,2,2,2
9045,CB,CB,NP,NP,2,2,1,3
9046,RM,CAM,NP,NP,3,3,3,2
9047,GK,GK,NP,NP,3,1,2,2
9048,CB,CB,NP,NP,3,2,2,2
9049,ST,CF,NP,NP,4,2,2,2
9050,CB,CB,NP,NP,3,2,1,3
9051,LW,LW,RW,NP,5,3,2,1
9052,RM,CAM,ST,RW,4,3,3,2
9053,LB,LB,NP,NP,3,2,1,3
9054,RM,CAM,NP,NP,2,3,3,2
