player_id,skill,dribbling,curve,fk_accuracy,long_passing,ball_control
10828,114,14,13,11,61,15
10829,264,52,56,44,58,54
10830,260,60,51,31,55,63
10831,323,68,65,52,68,70
10832,232,57,35,29,53,58
10833,291,62,62,55,51,61
10834,86,16,17,14,26,13
10835,280,69,53,44,46,68
10836,199,52,24,24,44,55
10837,203,57,32,28,24,62
10838,261,74,42,31,48,66
10839,293,59,62,61,51,60
10840,294,60,67,49,58,60
10841,224,44,43,25,61,51
10842,300,65,45,67,60,63
10843,236,49,41,38,56,52
10844,245,45,50,44,58,48
10845,320,64,64,62,65,65
10846,66,6,8,14,27,11
10847,242,49,55,27,49,62
10848,261,62,49,31,58,61
10849,262,51,55,52,42,62
10850,314,64,65,52,67,66
10851,287,64,46,42,68,67
10852,241,58,37,38,46,62
10853,319,67,67,62,57,66
10854,309,64,63,63,58,61
10855,290,62,58,51,56,63
10856,326,62,70,64,65,65
10857,287,63,60,55,50,59
10858,85,14,15,14,22,20
10859,212,53,20,25,56,58
10860,172,50,13,21,40,48
10861,196,32,49,32,49,34
10862,241,51,37,33,59,61
10863,253,65,38,32,58,60
10864,193,44,26,33,34,56
10865,320,64,68,69,53,66
10866,274,55,44,51,63,61
10867,96,19,14,20,19,24
10868,284,59,55,55,48,67
10869,202,46,36,22,50,48
10870,314,63,68,61,60,62
10871,248,65,44,35,41,63
10872,295,61,62,53,59,60
10873,90,16,11,10,25,28
10874,270,61,57,40,52,60
10875,217,42,27,32,61,55
10876,286,60,64,53,47,62
10877,259,61,64,32,40,62
10878,91,12,18,15,25,21
10879,295,65,62,38,66,64
10880,311,70,69,44,60,68
10881,257,67,50,33,51,56
10882,221,41,31,32,58,59
10883,261,64,53,40,44,60
10884,245,54,52,29,49,61
10885,281,70,47,49,47,68
10886,295,65,53,52,58,67
10887,89,13,14,15,24,23
10888,289,64,55,51,57,62
10889,63,5,10,13,24,11
10890,240,52,49,32,51,56
10891,312,73,56,52,59,72
10892,214,38,24,29,56,67
10893,231,32,39,38,59,63
10894,310,62,67,58,63,60
10895,241,42,43,43,59,54
10896,103,15,16,12,35,25
10897,274,62,43,39,66,64
10898,260,54,51,44,52,59
10899,273,62,51,36,63,61
10900,235,67,49,21,43,55
10901,260,58,45,41,56,60
10902,316,66,61,63,61,65
10903,253,65,52,36,34,66
10904,311,61,66,61,60,63
10905,179,36,27,30,34,52
10906,266,64,46,40,53,63
10907,78,12,12,17,24,13
10908,305,66,46,61,63,69
10909,235,35,50,27,60,63
10910,292,69,51,58,50,64
10911,306,58,62,66,59,61
10912,244,58,29,33,63,61
10913,273,69,36,40,62,66
10914,296,63,67,58,50,58
10915,248,65,40,32,49,62
10916,191,32,24,26,62,47
10917,324,65,70,66,59,64
10918,253,64,33,29,64,63
10919,294,63,64,40,67,60
10920,297,69,63,36,58,71
10921,227,57,29,29,55,57
10922,317,64,63,65,64,61
10923,265,69,52,35,42,67
10924,298,63,55,54,61,65
10925,65,13,11,11,13,17
10926,310,63,61,58,63,65
10927,281,67,58,42,50,64
10928,81,13,11,16,22,19
10929,288,59,59,53,59,58
10930,298,66,57,44,67,64
10931,248,66,44,36,43,59
10932,231,46,45,35,53,52
10933,333,63,69,69,68,64
10934,285,55,62,56,52,60
10935,180,38,31,29,36,46
10936,308,74,63,54,47,70
10937,298,67,60,48,58,65
10938,212,47,24,28,56,57
10939,285,61,53,52,53,66
10940,308,70,59,57,62,60
10941,324,66,64,63,63,68
10942,267,66,54,37,47,63
10943,279,70,58,40,43,68
10944,104,13,13,18,34,26
10945,305,64,64,56,60,61
10946,285,66,60,41,56,62
10947,219,45,39,31,48,56
10948,289,71,62,40,48,68
10949,230,60,38,27,42,63
10950,321,70,63,60,59,69
10951,264,59,48,29,65,63
10952,316,66,66,65,55,64
10953,192,27,26,53,37,49
10954,200,46,28,22,52,52
10955,288,61,59,58,47,63
10956,96,17,16,11,26,26
10957,301,63,62,53,59,64
10958,334,65,70,72,64,63
10959,312,66,62,56,62,66
10960,82,17,12,18,19,16
10961,239,54,48,33,41,63
10962,258,70,32,34,54,68
10963,249,54,41,39,58,57
10964,270,52,53,45,58,62
10965,258,60,43,32,57,66
10966,102,11,14,13,45,19
10967,281,61,52,55,52,61
10968,65,6,11,13,21,14
10969,292,63,51,49,64,65
10970,291,65,48,59,59,60
10971,74,12,15,14,21,12
10972,313,63,57,66,61,66
10973,317,72,63,49,63,70
10974,267,59,54,44,50,60
10975,294,62,52,47,67,66
10976,319,63,69,73,54,60
10977,337,72,69,73,58,65
10978,312,67,61,62,57,65
10979,242,53,44,35,53,57
10980,236,49,33,39,57,58
10981,243,56,42,35,51,59
10982,250,62,36,37,53,62
10983,289,72,45,40,63,69
10984,244,65,41,26,52,60
10985,232,63,35,39,46,49
10986,269,63,54,39,55,58
10987,260,60,41,38,61,60
10988,214,36,33,30,58,57
10989,302,63,56,58,62,63
10990,206,40,25,27,59,55
10991,289,63,50,44,65,67
10992,251,60,41,34,52,64
10993,197,39,29,25,53,51
10994,263,60,39,43,60,61
10995,315,67,58,61,62,67
10996,247,64,41,30,53,59
10997,262,56,44,53,52,57
10998,101,21,12,16,26,26
10999,242,58,48,46,34,56
11000,79,11,13,13,23,19
11001,252,63,56,30,43,60
11002,292,63,54,53,60,62
11003,310,69,60,55,59,67
11004,321,68,62,57,66,68
11005,307,66,52,61,66,62
11006,213,42,39,26,53,53
11007,277,64,52,58,31,72
11008,293,64,52,57,57,63
11009,299,71,56,48,57,67
11010,235,53,42,38,39,63
11011,283,63,64,40,54,62
11012,176,31,31,25,46,43
11013,94,13,25,22,21,13
11014,285,59,50,56,63,57
11015,248,51,48,35,60,54
11016,269,61,45,62,35,66
11017,176,34,27,23,50,42
11018,255,61,42,37,55,60
11019,90,14,20,15,24,17
11020,246,62,37,39,48,60
11021,114,13,11,11,44,35
11022,300,61,61,58,60,60
11023,306,62,58,61,62,63
11024,272,64,44,43,59,62
11025,316,63,58,65,65,65
11026,187,33,29,33,41,51
11027,298,72,57,48,56,65
11028,242,65,53,25,36,63
11029,253,58,48,42,43,62
11030,263,67,47,30,54,65
11031,253,65,42,41,39,66
11032,249,58,49,33,45,64
11033,87,14,16,12,24,21
11034,177,33,29,28,46,41
11035,66,10,8,11,25,12
11036,285,65,52,51,55,62
11037,195,38,30,25,60,42
11038,286,65,53,54,50,64
11039,261,63,51,42,43,62
11040,262,55,45,43,61,58
11041,289,66,54,50,53,66
11042,317,70,60,56,66,65
11043,314,67,59,60,63,65
11044,265,56,55,45,52,57
11045,280,56,35,65,60,64
11046,258,55,40,44,63,56
11047,254,55,37,35,62,65
11048,283,64,59,40,51,69
11049,76,7,10,13,30,16
11050,288,59,58,59,49,63
11051,80,15,12,14,23,16
11052,83,17,13,13,20,20
11053,251,57,37,33,65,59
11054,266,62,32,38,70,64
11055,289,65,51,41,64,68
11056,321,66,60,60,65,70
11057,260,61,45,40,53,61
11058,82,15,13,12,28,14
11059,308,67,58,53,64,66
11060,267,61,33,46,64,63
11061,220,54,51,30,29,56
11062,250,67,40,34,44,65
11063,289,63,59,52,60,55
11064,292,63,54,45,64,66
11065,277,65,45,45,56,66
11066,180,37,32,27,42,42
11067,301,58,59,56,64,64
11068,264,64,50,39,48,63
11069,308,67,62,54,58,67
11070,283,59,50,40,70,64
11071,150,39,18,23,27,43
11072,264,54,45,50,55,60
11073,274,52,52,52,57,61
11074,252,50,54,50,44,54
11075,285,64,57,46,51,67
11076,216,58,36,28,32,62
11077,337,60,71,70,68,68
11078,163,43,20,28,34,38
11079,291,60,49,55,62,65
11080,285,67,46,42,65,65
11081,295,66,52,48,64,65
11082,299,57,56,66,59,61
11083,260,58,42,42,56,62
11084,221,44,37,35,51,54
11085,243,42,40,49,65,47
11086,271,59,57,42,53,60
11087,330,70,70,61,59,70
11088,82,14,14,10,28,16
11089,274,66,50,47,49,62
11090,304,67,50,65,53,69
11091,298,64,51,61,58,64
11092,287,64,48,49,63,63
11093,302,72,51,51,61,67
11094,316,64,66,65,58,63
11095,119,13,13,17,38,38
11096,283,65,55,41,60,62
11097,217,64,32,27,29,65
11098,231,43,36,39,61,52
11099,65,5,13,10,19,18
11100,304,64,59,58,55,68
11101,254,67,43,36,43,65
11102,291,63,66,48,54,60
11103,231,63,29,31,48,60
11104,277,62,60,48,44,63
11105,342,66,73,72,65,66
11106,250,63,48,37,44,58
11107,226,48,35,25,58,60
11108,274,70,62,37,40,65
11109,216,32,37,23,67,57
11110,322,69,60,64,60,69
11111,246,45,55,34,53,59
11112,94,15,18,15,28,18
11113,267,62,41,35,64,65
11114,277,60,48,49,53,67
11115,228,35,43,38,57,55
11116,239,45,45,52,50,47
11117,249,64,41,42,42,60
11118,274,69,49,41,48,67
11119,293,67,63,52,44,67
11120,299,69,59,46,57,68
11121,104,13,15,13,28,35
11122,190,39,32,24,33,62
11123,319,64,63,65,62,65
11124,224,54,21,36,55,58
11125,79,11,12,16,17,23
11126,324,64,67,64,62,67
11127,317,64,62,58,66,67
11128,206,52,24,21,59,50
11129,264,60,60,33,53,58
11130,230,55,38,40,34,63
11131,270,67,47,41,51,64
11132,279,64,57,37,60,61
11133,269,65,45,46,48,65
11134,266,62,34,42,63,65
11135,320,65,58,61,68,68
11136,255,66,46,43,36,64
11137,312,65,64,58,62,63
11138,258,62,46,37,54,59
11139,256,62,52,35,45,62
11140,186,39,34,32,41,40
11141,233,59,38,33,51,52
11142,263,65,45,39,51,63
11143,180,34,34,20,45,47
11144,273,62,43,40,64,64
11145,305,66,60,59,56,64
11146,283,66,52,48,55,62
11147,276,66,50,36,58,66
11148,171,36,34,24,25,52
11149,127,16,14,19,60,18
11150,327,67,59,68,64,69
11151,210,38,44,28,54,46
11152,291,62,57,58,54,60
11153,243,65,51,28,35,64
11154,225,43,37,33,51,61
11155,207,40,38,31,40,58
11156,258,58,49,41,51,59
11157,228,54,37,33,46,58
11158,267,62,55,36,49,65
11159,334,72,66,63,63,70
11160,267,63,54,39,52,59
11161,118,21,21,16,34,26
11162,326,64,58,66,68,70
11163,269,64,63,35,44,63
11164,308,55,64,67,59,63
11165,274,65,53,40,54,62
11166,295,65,52,47,65,66
11167,212,38,37,23,58,56
11168,251,55,57,38,45,56
11169,186,32,28,37,44,45
11170,277,58,61,49,58,51
11171,89,15,12,13,21,28
11172,303,65,60,65,52,61
11173,288,54,49,62,66,57
11174,306,67,67,50,55,67
11175,303,66,60,56,54,67
11176,247,62,44,36,40,65
11177,254,57,56,35,45,61
11178,264,66,62,34,37,65
11179,214,61,31,29,37,56
11180,309,65,58,59,61,66
11181,194,45,36,23,40,50
11182,265,59,67,31,45,63
11183,196,36,32,31,66,31
11184,274,69,58,34,48,65
11185,174,39,30,21,33,51
11186,245,54,41,47,44,59
11187,300,66,53,51,66,64
11188,237,54,38,36,51,58
11189,298,67,57,55,54,65
11190,333,63,68,72,64,66
11191,325,66,65,58,66,70
11192,226,51,36,29,53,57
11193,276,62,45,39,64,66
11194,282,61,58,49,56,58
11195,259,50,39,39,59,72
11196,288,60,52,62,53,61
11197,325,65,70,67,61,62
11198,305,64,69,44,60,68
11199,278,59,47,41,62,69
11200,213,50,26,20,58,59
11201,313,66,67,60,54,66
11202,194,33,18,38,54,51
11203,286,62,55,47,57,65
11204,290,63,62,49,53,63
11205,279,64,61,39,52,63
11206,306,69,62,42,62,71
11207,260,59,49,36,55,61
11208,232,60,38,38,39,57
11209,208,24,30,42,57,55
11210,285,64,53,46,61,61
11211,243,64,44,33,34,68
11212,82,12,11,14,25,20
11213,297,67,59,56,48,67
11214,310,67,59,58,58,68
11215,281,64,51,49,55,62
11216,228,43,46,50,41,48
11217,284,58,48,52,64,62
11218,269,62,36,58,48,65
11219,245,53,48,29,55,60
11220,283,62,66,37,54,64
11221,271,68,46,34,61,62
11222,99,12,23,12,27,25
11223,243,59,34,32,57,61
11224,277,63,46,45,60,63
11225,300,68,52,49,64,67
11226,282,60,61,51,48,62
11227,310,65,58,53,67,67
11228,265,70,45,36,48,66
11229,64,7,14,12,20,11
11230,247,63,40,40,39,65
11231,250,61,50,20,58,61
11232,267,67,45,31,58,66
11233,304,58,61,62,62,61
11234,247,59,52,34,46,56
11235,221,41,33,40,52,55
11236,311,68,63,55,59,66
11237,159,35,27,22,38,37
11238,270,58,47,45,60,60
11239,260,63,50,35,52,60
11240,313,64,61,63,60,65
11241,313,64,57,60,64,68
11242,305,65,65,50,61,64
11243,291,65,58,39,63,66
11244,248,62,43,31,54,58
11245,299,62,51,56,63,67
11246,288,62,64,44,60,58
11247,278,59,44,47,64,64
11248,258,60,47,25,66,60
11249,96,16,13,20,25,22
11250,259,63,48,36,48,64
11251,311,61,64,65,61,60
11252,286,66,52,54,51,63
11253,270,68,59,38,42,63
11254,260,63,59,34,41,63
11255,79,13,12,14,24,16
11256,232,45,35,39,57,56
11257,289,66,51,50,58,64
11258,299,54,59,64,62,60
11259,248,57,33,35,63,60
11260,99,25,19,20,21,14
11261,183,37,29,30,33,54
11262,272,56,46,51,58,61
11263,299,65,59,55,57,63
11264,238,58,31,26,61,62
11265,298,67,61,53,52,65
11266,315,65,59,61,62,68
11267,212,42,39,29,55,47
11268,293,64,50,42,70,67
11269,321,67,66,64,61,63
11270,303,66,59,53,59,66
11271,216,54,29,38,37,58
11272,74,7,13,14,27,13
11273,329,72,64,66,57,70
11274,259,53,41,44,58,63
11275,244,63,36,35,52,58
11276,208,45,30,21,52,60
11277,53,7,10,8,18,10
11278,210,57,30,27,31,65
11279,260,64,31,31,66,68
11280,348,67,73,78,65,65
11281,292,72,49,35,64,72
11282,268,61,47,35,62,63
11283,198,40,32,24,51,51
11284,231,59,29,30,54,59
11285,328,63,69,69,63,64
11286,264,62,48,60,34,60
11287,284,61,63,43,54,63
11288,270,45,50,52,64,59
11289,289,70,56,48,49,66
11290,264,67,46,40,44,67
11291,299,62,67,48,60,62
11292,294,66,51,54,59,64
11293,283,71,55,47,43,67
11294,269,65,54,34,51,65
11295,250,49,59,37,40,65
11296,286,63,53,52,57,61
11297,315,62,62,63,64,64
11298,264,74,44,42,32,72
11299,280,65,58,35,57,65
11300,77,8,10,12,28,19
11301,309,62,53,75,59,60
11302,283,61,60,41,58,63
11303,268,63,45,42,56,62
11304,65,5,12,11,23,14
11305,256,58,48,30,57,63
11306,277,63,52,45,56,61
11307,329,65,71,63,64,66
11308,225,22,35,48,58,62
11309,178,37,30,21,49,41
11310,272,62,57,43,47,63
11311,287,66,51,55,51,64
11312,215,52,38,28,35,62
11313,253,58,47,33,55,60
11314,92,15,18,18,21,20
11315,210,27,39,27,65,52
11316,204,49,26,28,52,49
11317,312,63,61,57,64,67
11318,161,29,27,24,51,30
11319,218,53,34,24,55,52
11320,70,7,10,14,24,15
11321,286,60,56,54,56,60
11322,309,61,59,57,62,70
11323,310,63,62,60,63,62
11324,166,36,25,20,36,49
11325,211,48,32,29,52,50
11326,246,40,57,30,54,65
11327,288,67,49,43,62,67
11328,245,60,32,31,60,62
11329,258,60,52,35,50,61
11330,163,24,22,23,40,54
11331,299,60,56,52,64,67
11332,274,66,51,36,56,65
11333,207,35,24,38,52,58
11334,324,66,63,62,65,68
11335,341,67,69,71,66,68
11336,322,65,58,68,64,67
11337,304,77,65,49,46,67
11338,292,64,56,46,63,63
11339,311,60,61,59,69,62
11340,245,51,47,38,54,55
11341,315,65,61,56,67,66
11342,317,68,64,63,52,70
11343,277,63,49,41,62,62
11344,279,67,47,49,51,65
11345,269,60,48,38,63,60
11346,323,71,57,60,65,70
11347,288,66,50,60,43,69
11348,301,66,57,61,55,62
11349,313,62,64,56,67,64
11350,233,58,45,25,45,60
11351,97,13,14,20,27,23
11352,284,60,59,43,60,62
11353,70,5,10,24,20,11
11354,256,56,51,30,59,60
11355,317,69,70,60,50,68
11356,233,49,54,22,52,56
11357,304,60,56,61,63,64
11358,91,20,18,16,19,18
11359,236,62,33,38,46,57
11360,268,62,41,36,65,64
11361,277,68,47,49,47,66
11362,285,69,53,43,52,68
11363,250,58,51,34,48,59
11364,278,61,57,33,63,64
11365,74,9,10,11,29,15
11366,290,66,50,48,58,68
11367,203,38,32,29,59,45
11368,268,66,56,38,44,64
11369,67,10,10,12,20,15
11370,234,53,24,27,66,64
11371,200,52,31,23,43,51
11372,299,64,56,62,52,65
11373,326,68,62,64,66,66
11374,232,62,45,32,29,64
11375,212,50,28,25,53,56
11376,299,64,55,50,64,66
11377,255,60,40,48,43,64
11378,310,68,58,62,55,67
11379,207,55,30,31,31,60
11380,218,50,34,30,51,53
11381,198,43,28,23,48,56
11382,244,64,36,36,47,61
11383,203,64,28,33,23,55
11384,338,71,66,60,73,68
11385,284,60,46,59,59,60
11386,298,65,60,56,53,64
11387,263,60,48,37,57,61
11388,257,56,37,42,60,62
11389,299,63,56,51,63,66
11390,179,40,18,28,50,43
11391,263,57,51,46,50,59
11392,220,49,45,31,42,53
11393,211,50,44,31,27,59
11394,251,53,44,40,58,56
11395,286,61,46,59,59,61
11396,213,46,33,30,55,49
11397,338,69,71,61,69,68
11398,249,54,40,39,58,58
11399,242,53,49,46,36,58
11400,196,35,22,27,58,54
11401,219,56,29,25,54,55
11402,258,60,35,39,60,64
11403,208,53,29,32,53,41
11404,186,40,28,25,46,47
11405,288,63,56,52,55,62
11406,274,66,46,45,52,65
11407,85,14,12,11,25,23
11408,268,55,43,43,68,59
11409,303,67,58,60,54,64
11410,306,70,57,59,52,68
11411,241,65,42,37,34,63
11412,82,7,18,11,27,19
11413,285,75,56,44,41,69
11414,94,14,16,9,37,18
11415,258,60,59,32,45,62
11416,333,68,75,71,52,67
11417,286,67,53,56,46,64
11418,234,55,39,29,54,57
11419,255,59,47,45,41,63
11420,298,69,53,42,61,73
11421,101,20,12,11,28,30
11422,276,55,55,50,51,65
11423,304,66,69,55,43,71
11424,301,63,59,58,58,63
11425,202,46,29,28,55,44
11426,204,32,22,49,45,56
11427,115,19,13,17,44,22
11428,282,64,57,49,48,64
11429,295,65,63,48,55,64
11430,219,42,34,35,59,49
11431,314,65,62,58,62,67
11432,235,61,44,35,39,56
11433,302,61,55,56,67,63
11434,281,63,44,45,63,66
11435,260,65,48,36,44,67
11436,255,59,38,50,48,60
11437,208,35,32,38,49,54
11438,260,57,56,36,48,63
11439,285,69,61,49,43,63
11440,297,64,51,52,65,65
11441,85,15,14,13,25,18
11442,231,50,34,36,51,60
11443,306,63,65,66,50,62
11444,316,66,60,66,58,66
11445,318,63,67,64,60,64
11446,290,67,44,64,48,67
11447,215,52,31,27,50,55
11448,233,58,47,34,36,58
11449,285,51,58,59,56,61
11450,320,68,64,57,62,69
11451,83,5,16,12,25,25
11452,168,32,27,27,35,47
11453,260,60,51,42,51,56
11454,333,62,72,69,66,64
11455,307,66,62,62,52,65
11456,237,61,41,38,38,59
11457,237,54,37,46,45,55
11458,299,56,59,54,64,66
11459,325,68,67,65,63,62
11460,269,66,49,40,44,70
11461,273,67,49,46,44,67
11462,309,74,61,60,46,68
11463,179,39,31,22,40,47
11464,242,60,44,33,41,64
11465,294,60,51,60,61,62
11466,281,59,48,39,67,68
11467,269,59,43,46,60,61
11468,268,58,51,37,61,61
11469,239,54,31,38,56,60
11470,311,59,63,63,62,64
11471,78,12,13,11,24,18
11472,305,63,62,61,56,63
11473,252,70,45,31,40,66
11474,301,62,62,45,62,70
11475,328,67,58,75,62,66
11476,312,71,59,60,54,68
11477,213,37,36,23,57,60
11478,259,54,40,42,62,61
11479,286,71,48,47,57,63
11480,313,67,63,56,61,66
11481,306,60,60,57,64,65
11482,225,38,39,29,60,59
11483,254,63,46,37,44,64
11484,265,62,48,45,56,54
11485,272,66,46,52,44,64
11486,68,10,12,12,21,13
11487,314,60,65,69,63,57
11488,296,57,63,67,48,61
11489,291,55,64,59,55,58
11490,71,8,11,12,22,18
11491,320,66,64,58,64,68
11492,308,66,61,56,61,64
11493,232,56,38,32,48,58
11494,306,72,64,51,46,73
11495,213,43,30,20,58,62
11496,267,59,42,37,64,65
11497,300,65,57,63,48,67
11498,251,53,47,38,58,55
11499,228,58,32,30,52,56
11500,193,53,29,28,28,55
11501,135,18,14,18,45,40
11502,251,62,45,25,55,64
11503,324,65,70,59,62,68
11504,249,56,40,37,56,60
11505,283,53,58,58,57,57
11506,267,66,50,40,44,67
11507,311,59,59,50,71,72
11508,285,72,59,49,43,62
11509,228,61,32,25,48,62
11510,292,68,66,37,54,67
11511,192,40,27,27,51,47
11512,275,68,52,45,42,68
11513,246,61,44,31,45,65
11514,240,45,48,36,45,66
11515,247,61,37,44,47,58
11516,247,57,29,45,58,58
11517,280,59,40,59,55,67
11518,148,24,31,26,29,38
11519,289,55,55,46,68,65
11520,263,59,62,37,38,67
11521,289,65,58,43,62,61
11522,246,66,36,37,45,62
11523,262,64,48,36,58,56
11524,269,59,45,36,65,64
11525,278,63,48,51,55,61
11526,227,42,38,37,53,57
11527,294,65,50,44,69,66
11528,275,62,43,48,56,66
11529,306,64,58,52,64,68
11530,310,64,60,59,61,66
11531,258,61,48,39,48,62
11532,271,65,53,34,52,67
11533,263,72,45,30,51,65
11534,332,67,70,69,61,65
11535,258,63,45,38,52,60
11536,273,63,43,32,70,65
11537,251,61,36,35,59,60
11538,279,69,57,42,46,65
11539,279,66,49,45,57,62
11540,255,66,53,32,42,62
11541,244,60,35,33,52,64
11542,234,40,39,34,60,61
11543,317,67,63,61,64,62
11544,326,73,68,65,55,65
11545,317,61,67,65,60,64
11546,291,62,64,43,59,63
11547,268,54,50,47,59,58
11548,211,32,33,40,54,52
11549,71,10,11,11,24,15
11550,206,36,31,27,53,59
11551,247,55,48,28,56,60
11552,293,68,42,50,67,66
11553,303,66,63,41,65,68
11554,265,58,52,37,57,61
11555,287,68,44,51,57,67
11556,187,39,30,28,46,44
11557,249,50,52,32,49,66
11558,216,45,35,36,48,52
11559,243,48,36,38,59,62
11560,295,71,59,36,62,67
11561,326,62,69,68,63,64
11562,274,63,41,43,65,62
11563,252,62,39,37,52,62
11564,181,31,27,35,38,50
11565,323,64,72,59,64,64
11566,273,52,46,54,61,60
11567,290,67,59,52,48,64
11568,294,59,56,57,60,62
11569,249,60,45,30,60,54
11570,246,63,40,28,51,64
11571,292,64,45,49,72,62
11572,286,68,54,45,50,69
11573,274,65,56,32,57,64
11574,166,26,35,27,44,34
11575,257,48,53,34,68,54
11576,288,64,59,47,53,65
11577,310,65,64,64,54,63
11578,300,65,57,63,49,66
11579,278,68,50,42,50,68
11580,176,40,22,25,42,47
11581,288,63,59,56,52,58
11582,259,64,43,35,54,63
11583,223,57,32,32,43,59
11584,316,69,53,52,69,73
11585,286,62,61,40,59,64
11586,300,64,45,66,60,65
11587,202,30,28,28,52,64
11588,304,64,54,56,65,65
11589,291,61,58,45,64,63
11590,63,11,12,13,14,13
11591,203,40,34,31,53,45
11592,69,14,11,12,22,10
11593,275,56,48,52,57,62
11594,243,53,23,55,55,57
11595,199,40,32,25,52,50
11596,69,9,13,13,17,17
11597,243,70,31,43,39,60
11598,231,62,31,27,52,59
11599,302,69,67,44,54,68
11600,243,58,40,33,48,64
11601,286,67,53,46,55,65
11602,217,59,24,21,55,58
11603,318,65,60,60,66,67
11604,232,56,30,28,59,59
11605,217,45,34,29,53,56
11606,280,72,47,42,49,70
11607,273,61,41,42,67,62
11608,200,42,25,23,54,56
11609,308,70,64,62,49,63
11610,66,11,8,11,18,18
11611,262,68,55,33,36,70
11612,256,64,30,38,60,64
11613,297,59,62,48,63,65
11614,242,58,47,38,34,65
11615,233,50,41,34,49,59
11616,90,15,16,15,21,23
11617,112,15,12,14,34,37
11618,293,68,56,47,55,67
11619,279,71,49,41,50,68
11620,87,15,16,14,29,13
11621,256,62,44,25,61,64
11622,281,57,48,53,65,58
11623,202,49,29,28,43,53
11624,301,51,69,68,50,63
11625,204,48,25,23,49,59
11626,174,32,23,23,46,50
11627,293,64,58,60,49,62
11628,160,24,24,21,28,63
11629,257,51,47,39,60,60
11630,293,61,51,52,65,64
11631,250,58,50,49,30,63
11632,305,62,67,49,62,65
11633,270,61,57,59,27,66
11634,223,60,39,29,28,67
11635,263,72,53,30,38,70
11636,266,55,41,49,57,64
11637,277,71,50,41,53,62
11638,261,63,46,28,60,64
11639,277,66,49,43,53,66
11640,91,11,9,19,39,13
11641,272,57,49,56,47,63
11642,291,65,65,34,63,64
11643,90,16,14,14,24,22
11644,325,72,62,65,56,70
11645,243,55,29,35,65,59
11646,163,27,24,28,32,52
11647,255,71,50,35,34,65
11648,238,58,38,54,30,58
11649,304,64,65,62,53,60
11650,292,70,59,32,63,68
11651,259,68,38,36,48,69
11652,71,9,10,9,22,21
11653,221,42,33,35,42,69
11654,273,66,54,37,55,61
11655,335,61,69,70,68,67
11656,269,57,51,44,57,60
11657,262,72,42,35,45,68
11658,296,65,45,58,61,67
11659,321,63,60,64,68,66
11660,250,56,39,31,62,62
11661,218,44,30,36,52,56
11662,262,61,40,31,64,66
11663,267,61,53,50,42,61
11664,266,69,42,38,48,69
11665,300,62,52,56,65,65
11666,62,10,11,13,17,11
11667,215,58,31,18,48,60
11668,277,64,48,47,55,63
11669,242,62,31,34,55,60
11670,286,68,35,58,60,65
11671,299,68,56,59,51,65
11672,313,64,64,56,64,65
11673,310,66,56,62,59,67
11674,335,65,67,72,65,66
11675,234,57,37,24,54,62
11676,77,9,12,11,31,14
11677,189,33,28,28,50,50
11678,250,62,34,24,65,65
11679,302,68,56,43,66,69
11680,259,70,52,27,45,65
11681,247,62,46,38,38,63
11682,300,60,65,52,59,64
11683,273,61,52,40,58,62
11684,265,57,44,43,60,61
11685,307,62,67,57,59,62
11686,61,9,11,12,16,13
11687,272,63,55,34,58,62
11688,314,68,56,58,65,67
11689,183,29,22,31,53,48
11690,334,66,68,70,63,67
11691,293,67,58,50,53,65
11692,252,60,51,32,48,61
11693,97,18,17,12,27,23
11694,197,45,29,27,42,54
11695,254,68,30,30,58,68
11696,263,59,55,36,48,65
11697,232,61,38,35,40,58
11698,289,63,54,46,63,63
11699,198,44,38,27,43,46
11700,197,50,23,20,45,59
11701,283,67,47,45,58,66
11702,158,34,24,15,50,35
11703,215,53,28,25,54,55
11704,302,66,63,57,49,67
11705,270,55,54,40,61,60
11706,243,61,36,31,50,65
11707,271,67,47,33,58,66
11708,274,64,43,36,65,66
11709,309,67,59,55,59,69
11710,262,58,52,57,30,65
11711,88,8,11,30,22,17
11712,306,64,55,60,63,64
11713,240,61,41,38,36,64
11714,231,41,31,33,65,61
11715,90,13,14,12,30,21
11716,206,41,37,28,48,52
11717,246,58,48,39,37,64
11718,93,20,14,14,22,23
11719,308,69,57,53,64,65
11720,262,68,46,41,45,62
11721,202,38,33,34,47,50
11722,268,60,55,47,43,63
11723,301,61,58,55,63,64
11724,278,59,52,50,63,54
11725,238,62,32,28,56,60
11726,194,40,36,22,45,51
11727,248,54,39,35,65,55
11728,216,43,36,28,52,57
11729,179,37,27,27,51,37
11730,344,66,70,75,67,66
11731,265,61,50,47,47,60
11732,282,73,49,42,50,68
11733,218,42,38,29,55,54
11734,258,66,47,39,43,63
11735,188,34,31,28,38,57
11736,310,68,69,54,53,66
11737,306,68,63,47,62,66
11738,298,64,62,54,56,62
11739,264,61,40,40,59,64
11740,223,49,33,36,42,63
11741,274,62,55,52,38,67
11742,257,57,46,60,33,61
11743,297,62,59,49,64,63
11744,249,52,34,40,64,59
11745,197,29,29,26,58,55
11746,304,62,63,56,62,61
11747,287,62,55,49,61,60
11748,239,61,42,38,41,57
11749,201,31,38,36,44,52
11750,311,72,69,57,43,70
11751,289,64,59,52,52,62
11752,289,59,58,37,71,64
11753,254,56,44,39,53,62
11754,105,16,16,20,31,22
11755,292,65,57,50,55,65
11756,197,37,35,31,48,46
11757,276,60,47,46,61,62
11758,235,60,28,32,58,57
